"Pos";"Age";"Tm";"G";"GS";"MP";"X3P.";"X2P";"X2PA";"X2P.";"FT";"FTA";"FT.";"ORB";"DRB";"TRB";"AST";"STL";"BLK";"TOV";"PF";"PTS"
"C";24;"PHI";64;64;33.7;30;7.8;14.6;53.5;8.2;10.1;80.4;2.5;11.1;13.6;3.7;0.7;1.9;3.5;3.3;27.5
"SF";28;"TOT";58;27;21.2;35.3;1.4;2.4;60.1;1;1.4;71.6;1;2.1;3.1;0.7;0.7;0.4;0.6;2.6;6.7
"SF";28;"HOU";40;25;23.7;36.7;1.5;2.3;65.9;1.1;1.5;72.4;0.9;2;2.9;0.7;1;0.4;0.6;2.8;7.4
"SF";28;"PHI";18;2;15.6;30.6;1.3;2.6;48.9;0.9;1.3;69.6;1.3;2.3;3.6;0.8;0.2;0.4;0.6;2.2;5.3
"PF";21;"SAS";23;0;4.9;NA;0.7;1.1;57.7;0.5;0.6;84.6;0.3;1.2;1.5;0.3;0.1;0.2;0.3;0.5;1.8
"SG";21;"GSW";30;1;6.8;26.7;0.5;1.3;36.8;0;0;0;0.2;0.6;0.8;0.8;0.2;0.1;0.4;0.9;1.3
"PG";22;"TOT";8;0;8.1;0;0.4;1.4;27.3;0;0;NA;0.1;1.4;1.5;1.3;0.4;0;0.8;1;0.8
"PG";22;"PHO";7;0;9.1;0;0.4;1.6;27.3;0;0;NA;0.1;1.6;1.7;1.4;0.4;0;0.9;1.1;0.9
"PG";22;"OKC";1;0;1;0;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0
"SG";29;"IND";69;18;20.3;35.6;2.6;6.4;40.5;1.7;2.3;71.9;0.5;2.4;2.9;2.4;0.8;0.3;1.7;1.7;10.2
"PG";23;"UTA";42;1;15.8;29;2;4.3;46.4;1.6;2;79.1;0.4;1.2;1.6;2.6;0.3;0.1;1.2;1.6;6.9
"C";29;"TOT";37;13;19.7;32;4;6.5;61.7;1.7;2.7;64.6;2.6;4.1;6.8;0.5;0.5;0.6;0.9;2.2;10.4
"C";29;"BRK";12;0;9.8;20;2;3.1;64.9;0.8;1.3;62.5;1.3;2.4;3.7;0.2;0.2;0.3;0.5;0.7;5.1
"C";29;"HOU";25;13;24.4;35;5;8.1;61.1;2.2;3.3;65.1;3.3;5;8.2;0.7;0.6;0.8;1.1;3;12.9
"C";27;"UTA";76;70;23.2;21.8;4.6;7.1;64;2;3;67.5;2.7;4.6;7.4;1.2;0.7;1.4;1.1;2.1;11.8
"C";26;"CHI";60;0;12.4;0;1.6;2.9;54.3;0.8;1.2;68.5;1.3;2.3;3.6;0.6;0.2;0.1;0.6;1.2;4
"PG";34;"OKC";33;0;11.5;32.8;1.1;2.2;47.3;0.4;0.4;92.3;0.1;0.9;1;1.6;0.3;0.2;0.4;0.9;4.3
"SG";20;"OKC";74;74;26.1;36.6;1.1;1.9;56;0.5;0.7;72.5;0.4;1.5;1.9;1;0.5;0.2;0.6;3.1;6.9
"PG";25;"SAC";71;3;15;36.2;1.4;2.9;48.8;0.8;0.9;89.6;0.2;1.4;1.5;1.9;0.5;0.1;0.6;0.9;5.9
"SF";25;"DAL";81;26;24.5;31.1;1.8;3.4;54.4;0.9;1.3;70.9;1.7;3.1;4.8;1.2;0.9;0.4;0.9;2.3;7.5
"SG";25;"SAS";82;81;28;42.6;2.3;4.6;48.9;0.8;1;88.5;0.2;2.7;2.9;2.1;0.5;0;1;1.9;11.8
"SG";26;"ORL";81;81;31.5;34;3.9;7.6;50.9;1.7;2.1;80.6;0.5;2.7;3.2;3.6;0.9;0.1;1.9;2.8;15.1
"PG";21;"SAC";81;81;31.4;37.1;5.2;10.7;48.2;3.7;5.1;72.7;0.5;3.2;3.8;7.3;1.6;0.6;2.8;2.5;17.3
"SG";22;"ORL";10;0;4.4;0;0.7;1.5;46.7;0.1;0.4;25;0.3;0.2;0.5;0.1;0.1;0;0.1;0.6;1.5
"PG";28;"TOT";59;19;19;36.6;1.3;2.7;49.4;0.7;0.9;75.9;0.7;2.2;2.8;4.2;0.5;0.1;1.3;1.9;5.3
"PG";28;"NOP";47;17;19.3;35.1;1.3;2.5;51.7;0.7;0.9;78;0.7;2.2;2.9;4.4;0.5;0.1;1.3;2;5
"PG";28;"MIL";12;2;17.6;41.7;1.5;3.5;42.9;0.8;1.1;69.2;0.8;1.8;2.6;3.5;0.4;0.1;1.3;1.6;6.3
"SG";29;"PHO";6;0;10.8;0;1.3;2.7;50;1;1;100;0.2;1;1.2;1.3;0.5;0;0.8;0.8;3.7
"C";35;"CLE";36;6;9.5;40.5;0.3;1.1;28.9;0.3;0.4;78.6;0.1;1.3;1.4;0.6;0.2;0.1;0.4;1.2;3.6
"SG";20;"PHI";19;15;22.5;28.6;3.2;7.4;43.3;1.1;1.9;56.8;1.4;2.3;3.7;3.1;0.9;0.3;1.3;2.7;8.2
"SG";27;"DET";80;4;21.8;35.5;1.2;2.6;44.9;1;1.2;84.4;0.6;1.5;2.1;1.1;0.5;0.1;0.3;1.7;8.4
"SG";24;"NYK";4;0;15.8;0;2.8;4.8;57.9;1;1;100;0;0.8;0.8;1.8;0.3;0.3;0.5;0.8;6.5
"C";34;"TOT";79;72;30.8;36.3;3.7;7.6;48.7;2.4;3.2;75.9;1;6.9;7.9;4.4;1.1;1.1;2;2.7;13.6
"C";34;"MEM";53;53;33.7;34.4;4.3;8.7;49.1;2.9;3.8;75.6;1.1;7.5;8.6;4.7;1.1;1.2;2.2;2.8;15.7
"C";38;"TOT";30;6;12;46.2;1.2;2.7;44.4;0.9;1.3;70;0.7;3.8;4.6;1.7;0.2;0.5;0.5;1;3.9
"C";38;"SAS";27;6;12.2;50;1.3;2.9;46.2;1;1.4;71.1;0.8;3.9;4.7;1.9;0.2;0.5;0.5;1;4.2
"C";38;"MIL";3;0;10;33.3;0;1;0;0.3;0.7;50;0;3.3;3.3;0.7;0;0.3;0.7;0.3;1.3
"PF";32;"SAS";69;51;26.7;40.2;4.4;8.1;53.7;1.7;2.1;81.6;0.9;5.9;6.8;2.6;0.8;0.5;1.7;2.3;13.7
"SF";28;"OKC";77;77;36.9;38.6;5.4;11.1;48.4;5.9;7;83.9;1.4;6.8;8.2;4.1;2.2;0.4;2.7;2.8;28
"PF";33;"MIN";70;57;24.1;32.4;4.2;7.2;58.3;1.9;2.5;75.7;2.5;4.1;6.5;1.2;0.8;0.6;1;2.7;10.8
"PF";20;"SAC";58;0;14.1;0;3;5.9;51.2;1;1.6;63.7;1.1;2.7;3.8;1.5;0.5;0.4;1.3;2.6;7
"C";26;"UTA";81;80;31.8;NA;5.9;8.8;66.9;4.1;6.4;63.6;3.8;9;12.9;2;0.8;2.3;1.6;2.9;15.9
"PG";23;"DEN";16;0;3.6;33.3;0.3;1.1;23.5;0.6;0.7;81.8;0.1;0.1;0.2;0.9;0;0;0.2;0.4;1.4
"PF";23;"ORL";78;78;33.8;34.9;4.5;9;49.9;2.4;3.2;73.1;1.7;5.7;7.4;3.7;0.7;0.7;2.1;2.2;16
"SG";30;"HOU";68;53;31.7;36;2.5;5;49.7;1.8;2.2;78.3;0.3;1.9;2.2;1.9;0.6;0.4;1.3;2.1;16.2
"C";34;"LAC";47;43;16;NA;2.1;4;53.2;0.7;1;72.9;1.4;4.1;5.6;1.4;0.1;0.5;1.1;2;5
"SG";25;"BRK";35;21;20.4;29.7;0.7;1.8;41.3;0.5;0.6;81.8;0.7;2.4;3.1;1;0.4;0.2;0.5;1.9;5.3
"PF";24;"OKC";80;77;32.7;39.2;3.7;6.6;55.5;2;2.8;71;1.2;4;5.2;1;0.8;1.3;0.8;2.7;13.6
"PG";26;"ORL";60;1;15.7;36.4;0.9;1.8;47.3;0.4;0.7;65;0.3;1.3;1.6;2.6;0.7;0.1;0.9;1.3;4.2
"SF";23;"OKC";3;0;0.7;0;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0
"SG";31;"TOR";80;80;27.7;45.5;1.2;2.4;48.7;0.5;0.6;84.1;0.8;3.2;4;1.6;0.9;0.7;0.9;2.1;10.3
"PF";28;"GSW";66;66;31.3;28.5;2.1;3.9;54.9;1;1.4;69.2;0.9;6.4;7.3;6.9;1.4;1.1;2.6;3;7.4
"SG";33;"HOU";73;0;20.2;35.4;1;1.9;54.7;0.8;0.9;83.8;0.4;2.1;2.5;0.5;0.5;0.4;0.8;1.7;9.2
"PF";28;"MEM";41;4;22;39.6;2.8;5.3;52.3;1.5;2;78.8;1.8;4.4;6.1;0.9;0.8;0.6;1.6;3;9.8
"PF";28;"LAC";24;2;19.6;41.3;1.9;3.5;54.8;0.7;0.9;81;1.3;5.2;6.5;0.6;0.5;0.3;1;2.9;8.7
"PF";32;"WAS";77;44;27.2;34.7;2.8;4.8;58.6;2.4;2.7;88.8;0.7;3.3;4;1.8;0.6;0.5;1.3;2.1;12.3
"PF";29;"DET";75;75;35;36.2;5.7;10.9;52.5;5.5;7.3;75.3;1.3;6.2;7.5;5.4;0.7;0.4;3.4;2.7;24.5
"SG";23;"ATL";19;3;10.7;34.8;0.8;1.9;40.5;0.2;0.3;50;0.5;1.9;2.5;1.2;0.3;0.1;0.8;1;3
"SG";25;"MEM";2;0;13;0;1.5;3.5;42.9;1;1;100;0;0.5;0.5;2.5;0.5;0;0.5;0.5;4
"SG";26;"TOT";65;63;31.6;34;3.5;7.9;44.2;3.6;4.2;84.1;0.5;2.9;3.4;2.4;0.8;0.1;1.6;2.2;18.1
"SG";26;"NYK";46;46;32.6;34.7;3.6;8.5;42.4;4.3;5.1;85.4;0.6;2.9;3.5;2.7;0.9;0.1;1.8;2.3;19.1
"SG";26;"DAL";19;17;29.4;32.1;3.3;6.7;49.6;1.7;2.3;76.7;0.4;2.8;3.2;1.9;0.6;0.1;1.3;1.8;15.5
"PG";29;"HOU";78;78;36.8;36.8;6;11.3;52.8;9.7;11;87.9;0.8;5.8;6.6;7.5;2;0.7;5;3.1;36.1
"SF";25;"POR";60;53;23.6;27.5;2.6;4.5;58.2;0.8;1.2;67.1;1.3;3.2;4.5;1.2;1.1;0.9;0.8;2.7;7.7
"C";25;"LAC";82;5;26.3;17.6;6.6;10.6;62.3;3.2;5;64.3;2.2;4.3;6.5;2;0.9;1.3;1.6;3.1;16.6
"PG";35;"DAL";68;2;15.8;31;1;2.2;47.6;1.5;2;76.1;0.2;1.5;1.6;1.8;0.5;0.2;0.8;2;6.3
"SG";24;"DEN";57;48;28.8;33.9;3.3;6.9;47.6;2;2.5;79.9;0.7;2.1;2.8;2.2;1;0.3;1.2;2;12.9
"SG";27;"BRK";76;76;30.2;47.4;2.5;4.8;52.8;1.4;1.8;82.7;0.7;3.1;3.8;2.4;0.5;0.2;1.6;2.4;13.7
"PF";26;"TOT";82;82;34.7;39.7;5.5;10.5;52.8;3.2;3.7;86.6;0.8;7;7.9;2.8;0.6;0.5;1.8;2.2;20
"PF";26;"LAC";55;55;34.6;43.4;5.7;10.9;52.3;3.5;4;87.7;0.7;7.2;7.9;2.7;0.7;0.4;2;2.2;20.9
"PF";26;"PHI";27;27;35;32.6;5.3;9.8;54.2;2.7;3.3;84.1;1.2;6.7;7.9;2.9;0.4;0.5;1.6;2.3;18.2
"PG";24;"TOT";17;0;11;20;0.6;1.6;39.3;1;1.1;94.4;0.4;0.8;1.2;1.4;0.2;0.1;0.7;2;3.2
"PG";24;"MEM";1;0;5;0;1;1;100;0;0;NA;0;0;0;0;0;0;0;1;2
"PG";24;"CLE";10;0;14.4;21.4;0.9;2.5;36;1.6;1.6;100;0.4;1.1;1.5;1.7;0.4;0.2;1;2.6;4.3
"PG";24;"NOP";6;0;6.3;20;0.2;0.3;50;0.2;0.3;50;0.3;0.5;0.8;1.2;0;0;0.3;1.2;1.5
"SG";23;"LAL";67;22;25.6;33.6;1.4;2.8;51.1;0.8;1.2;68.8;0.5;3.2;3.7;1.4;1;0.6;0.9;2.2;7.8
"PF";20;"HOU";28;0;7.9;33.3;0.6;1.3;51.4;0.4;0.5;78.6;0.8;0.9;1.7;0.5;0.3;0.4;0.5;2;1.9
"C";38;"MIA";10;1;7.4;0;1.1;2.1;52.4;0.3;0.4;75;0.3;2.4;2.7;0.2;0;0;0.3;0.9;2.5
"PF";28;"BOS";72;18;25.9;33.3;3;5.6;54.2;2.2;2.6;83.4;0.7;3.8;4.5;3.4;0.9;0.3;1.5;1.4;11.5
"C";28;"MIL";14;0;13.4;35.5;1.4;2.6;55.6;0.4;0.7;60;1.1;3.9;5.1;1;0.5;0.8;0.9;1.1;5.6
"PF";23;"DEN";70;25;19.4;36.5;1;1.9;54.1;0.9;1.2;76.7;0.9;2.9;3.8;0.8;0.4;0.3;0.5;1.3;5.8
"SF";23;"NYK";58;24;20.8;27.6;2.6;5.4;47.8;1.5;2;76.3;0.5;3.6;4.1;1.5;1;0.1;1.5;1.9;8.8
"PF";24;"NYK";3;0;10.7;NA;1.3;2.7;50;1.3;1.7;80;0.7;1.7;2.3;0.7;0.3;1;0.3;1.7;4
"SG";26;"SAC";82;82;31.9;42.7;4.2;8.6;48.7;2.1;2.4;88.6;1.3;3.7;5;2.5;0.7;0.4;1.8;2.5;20.7
"SF";22;"PHI";5;0;8;20;0.6;1;60;0;0.4;0;0;1;1;0.4;0.2;0;0.2;0.2;1.8
"C";36;"HOU";42;2;13;0;1.4;2.7;53.1;0.7;1.1;66;0.8;2.1;2.9;0.6;0.4;0.4;0.3;2.1;3.6
"PG";32;"TOT";60;13;21.7;31.4;2;3.7;54.7;1.2;1.4;82.4;0.7;1.8;2.5;2.3;0.9;0.1;0.9;1.7;7.6
"PG";32;"CLE";13;13;26.5;46.4;3.2;6.1;53.2;1.3;1.5;85;0.9;1.2;2.1;2.8;0.9;0.1;1.5;2.7;10.8
"PG";32;"MIL";47;0;20.4;28;1.7;3.1;55.6;1.1;1.4;81.5;0.6;2;2.6;2.1;0.9;0.1;0.7;1.4;6.8
"SF";27;"NOP";44;15;20;31.7;0.8;1.8;46.8;0.5;0.7;71.9;0.8;2.3;3;1.3;0.5;0.2;0.7;1.8;4.3
"PG";22;"IND";50;0;12.9;33.9;1.2;2.7;45.9;0.8;1;82;0.1;1.2;1.3;1.7;0.4;0.3;0.8;1.4;5.9
"SG";28;"NOP";67;67;35.9;32.5;6.4;11.9;53.9;3.1;4;76.8;1.1;3.9;5;7.7;1.6;0.8;3.1;2.2;21.2
"SG";29;"TOT";82;77;31.8;34.8;1.7;3.8;44.2;1.2;1.3;89.6;0.6;3.4;3.9;1.8;1.5;0.4;1.3;2;10.5
"SG";29;"CHI";38;38;34.9;35.9;1.4;3.3;43.5;1.1;1.2;89.1;0.5;3.9;4.4;2.2;1.8;0.6;1.2;2.1;11.6
"SG";29;"MEM";44;39;29.1;33.3;1.9;4.3;44.7;1.2;1.4;90;0.6;2.9;3.5;1.4;1.2;0.3;1.3;1.9;9.5
"SF";30;"CLE";1;0;1;NA;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0
"SF";24;"BRK";59;21;20.9;18.4;3.2;7.4;43.6;2;3.1;64.5;1.4;3.8;5.3;1.6;0.7;0.5;1.2;1.8;8.9
"C";25;"PHO";70;4;16.9;NA;3.2;5.2;60.8;1.8;2.5;73.1;1.6;3.1;4.7;0.9;0.6;1.1;0.7;2.8;8.2
"SG";26;"TOT";72;49;26.3;35.6;2.9;6;47.8;1.9;2.2;88.4;0.3;1.8;2.2;1.8;0.8;0.2;0.8;2;11.2
"SG";26;"POR";27;4;24.4;34.5;2.6;4.9;51.9;1.2;1.5;80.5;0.3;1.4;1.7;1.3;0.8;0.3;0.7;1.7;9.6
"C";32;"BOS";68;68;29;36;4.6;7.6;60.4;1.1;1.4;82.1;1.8;5;6.7;4.2;0.9;1.3;1.5;1.9;13.6
"SF";25;"HOU";39;13;25.1;41.6;1.1;1.9;59.5;1.4;1.8;78.9;0.6;2.9;3.6;1;0.5;0.3;0.9;2.1;9.4
"C";33;"WAS";9;9;25.6;NA;4.8;7.7;62.3;3.2;5.3;60.4;2.7;6.6;9.2;0.4;0.8;0.4;1.8;3.8;12.8
"SG";20;"ATL";75;59;27.3;38.5;1.9;4.1;45.7;0.5;0.7;73.2;0.8;2.5;3.3;2.9;0.9;0.3;1.5;2.1;9.7
"C";21;"ATL";5;1;11.2;27.3;0.6;2;30;0;0;NA;0.8;1.4;2.2;0;0.2;0;0;1.4;3
"SG";25;"BOS";1;0;26;40;2;3;66.7;1;2;50;1;2;3;3;1;0;0;3;17
"SF";22;"CHI";44;14;20.3;28;1.9;3.6;51.6;0.5;0.9;60.5;0.7;3.5;4.2;0.8;0.5;0.1;0.6;1.3;5.2
"C";29;"TOR";74;51;27.2;29;5.6;9.6;58.6;1.8;2.4;76.3;2.1;6;8.1;1.3;0.4;1.4;1.5;2.9;15
"SF";35;"GSW";68;13;23.2;33.3;1.5;2.3;65.2;0.6;1;58.2;0.7;3;3.7;3.2;0.9;0.8;0.8;1.4;5.7
"PF";31;"MIL";67;7;18.4;36.3;1.6;3.3;49.3;0.9;1.1;82.4;1.4;3.1;4.5;0.8;0.5;0.3;0.7;2.6;6.8
"PF";31;"UTA";82;82;31.3;39.1;2.1;3.9;53.3;1.1;1.5;70.7;0.4;3.6;4;5.7;1.2;0.2;2.4;2.2;12.1
"SG";33;"LAL";4;0;3.8;0;0;0.8;0;0;0;NA;0.3;0.3;0.5;0;0.3;0;0.3;0;0
"SF";21;"LAL";52;52;33.8;33;6.4;12.2;52.1;3.8;5.6;67.5;0.8;4.3;5.1;3;0.5;0.6;2.5;2.9;18.3
"PG";26;"BOS";67;67;33;40.1;6.4;12;53.3;3.2;3.7;87.3;1.1;3.9;5;6.9;1.5;0.5;2.6;2.5;23.8
"PF";21;"ORL";75;64;26.6;32.3;2.3;4.6;51;1.5;1.8;81.5;1.3;4.2;5.5;1.1;0.8;1.3;1;1.9;9.6
"PG";24;"PHI";6;0;6.5;33.3;1;1.5;66.7;0.7;0.7;100;0.3;0.2;0.5;0.8;0.3;0;0.2;0.7;3.7
"PG";20;"NOP";61;16;19.2;31.4;2.3;4.6;50.7;0.9;1.2;74;0.4;1.8;2.2;1.1;0.4;0;0.8;1.5;8.1
"PF";19;"MEM";58;56;26.1;35.9;4.3;7.7;55.3;2.6;3.4;76.6;1.3;3.4;4.7;1.1;0.9;1.4;1.7;3.8;13.8
"SG";21;"PHO";79;29;25.2;32.4;3.5;7.8;44.5;1.8;2.7;67.1;0.8;3.6;4.4;2.3;0.9;0.7;2.2;2.6;11.5
"SF";23;"TOT";81;14;19.9;35.5;1.6;3;54.2;0.8;1;78.5;0.5;2.1;2.6;1.2;0.4;0.2;0.4;1.2;7.2
"SF";23;"SAC";52;3;20.8;34.6;1.3;2.6;51.5;0.8;1;82;0.5;2.3;2.8;1.3;0.4;0.3;0.4;1.3;6.7
"SF";23;"DAL";29;11;18.3;37.2;2.1;3.6;57.7;0.7;1;72.4;0.7;1.6;2.3;1;0.3;0;0.2;1.1;8.2
"PG";28;"DET";82;82;27.9;36.9;3.3;7;46.4;2.5;2.9;86.4;0.5;2.1;2.6;4.2;0.7;0.1;1.8;2.5;15.4
"SF";34;"LAL";55;55;35.2;33.9;8.1;14;58.2;5.1;7.6;66.5;1;7.4;8.5;8.3;1.3;0.6;3.6;1.7;27.4
"PF";25;"ORL";12;0;5.7;NA;0.8;1.3;62.5;0.6;0.7;87.5;0.5;1.3;1.8;0.3;0.3;0.3;0.1;0.7;2.3
"SG";27;"TOT";26;0;12.8;37.9;0.8;1.8;42.6;0.6;0.7;83.3;0.2;1.2;1.4;0.8;0;0.1;0.3;0.4;4.7
"SG";27;"WAS";4;0;3.5;100;0;0;NA;0;0;NA;0;0.3;0.3;0.3;0;0;0;0;1.5
"SG";27;"NYK";22;0;14.5;35.7;0.9;2.1;42.6;0.7;0.8;83.3;0.3;1.4;1.6;1;0;0.1;0.4;0.5;5.2
"PF";22;"IND";14;0;4.6;50;0.2;1;21.4;0.3;0.6;50;0.3;1.1;1.4;0.1;0.1;0.2;0;0.5;0.9
"C";31;"PHI";51;6;10.4;30;1.3;2.3;57.3;0.6;0.8;75.6;0.9;2;2.9;1.2;0.3;0.3;0.9;1.9;3.9
"SF";23;"TOT";7;0;7;42.9;0.9;1.6;54.5;0.3;0.3;100;0.3;0.9;1.1;0;0.3;0;0.3;0.6;3.3
"SF";23;"ATL";6;0;7.2;50;0.8;1.7;50;0.3;0.3;100;0.3;1;1.3;0;0.3;0;0.3;0.5;3.5
"SF";23;"SAC";1;0;6;0;1;1;100;0;0;NA;0;0;0;0;0;0;0;1;2
"PF";31;"MIA";55;33;21.2;33.6;2.1;4.2;49.6;0.9;1.3;71.4;0.4;2.8;3.2;2.5;0.6;0.5;1.3;2.1;7.8
"SF";22;"TOT";66;7;18.3;28.8;1.7;3.4;48.4;0.8;1;78.1;0.5;2.8;3.3;1.3;0.9;0.2;1.2;1.7;6.9
"SF";22;"DET";48;7;20;28.2;1.7;3.5;48.8;0.9;1.1;80.4;0.5;3.1;3.6;1.3;1;0.3;1.1;1.9;7.5
"PG";26;"TOT";57;22;26.8;34.6;2.2;4.7;47.7;1.7;2.2;74.8;0.6;2.4;3;2.9;0.9;0.5;1.4;1.7;10.9
"PG";26;"MIA";44;10;25.5;35.3;2.3;4.5;50.3;1.4;2;69.3;0.4;2.3;2.8;2.5;0.9;0.5;1.4;1.6;10.8
"PG";26;"PHO";13;12;31.2;32.1;2.2;5.3;40.6;2.6;3;87.2;1.2;2.8;4;4.2;1.1;0.5;1.1;1.9;11.1
"SF";31;"TOT";38;13;14.1;32.9;0.5;1.4;38.5;0.3;0.5;68.4;0.3;1.6;1.9;0.6;0.4;0.3;0.5;1.7;3.4
"SF";31;"NOP";26;13;14.5;38;0.6;1.5;42.1;0.2;0.3;66.7;0.4;1.7;2.1;0.6;0.5;0.3;0.5;1.7;3.7
"C";23;"DEN";80;80;31.3;30.7;6.7;11.7;56.9;3.6;4.4;82.1;2.9;8;10.8;7.3;1.4;0.7;3.1;2.9;20.1
"C";23;"GSW";24;22;17.1;NA;2.2;3.1;71.6;1;1.5;64.9;1.3;1.8;3.1;1.2;0.5;1;0.7;2.6;5.4
"SF";21;"MIA";60;14;19.2;30.8;2.2;3.9;56.7;1.2;2;60.7;1.6;2.4;4;0.6;0.8;0.7;0.7;2.1;7
"SF";25;"CLE";16;0;13.4;35.7;1;2.1;47.1;1.2;1.7;70.4;0.7;1.4;2.1;0.4;0.6;0.1;0.5;1.7;5.1
"SF";23;"LAL";6;2;23.8;20;1.7;3.8;43.5;0.2;0.3;50;2.7;5.5;8.2;2.2;1.2;0.8;0.8;1.7;4.5
"PF";27;"HOU";2;0;2.5;0;0.5;1;50;0;0.5;0;0;2;2;0;0;0;0.5;0.5;1
"PG";22;"MIN";68;23;22.9;31.7;2.1;4.7;45.3;0.9;1;84.1;0.3;1.6;2;4.8;1.2;0.1;0.7;1.1;6.9
"C";30;"TOT";69;69;29.7;NA;4.1;6.5;64.1;2.7;3.8;70.5;3.3;9.8;13.1;2.3;0.6;1.1;2.2;2.4;11
"C";30;"DAL";50;50;31.1;NA;4.2;6.5;64.4;2.7;4;68.2;3.2;10.5;13.7;2;0.7;1.1;2.2;2.5;11
"C";30;"NYK";19;19;25.9;NA;4.1;6.5;63.4;2.7;3.5;77.3;3.4;8;11.4;3;0.5;1.1;2.2;2.2;10.9
"PG";27;"IND";82;9;25.2;32.2;2.1;4.6;45.4;0.4;0.5;69.8;0.5;2.9;3.4;3.9;1.1;0.3;1;1.6;6.5
"C";25;"CHO";47;0;16.1;36;1.9;3.4;55.3;1.7;2.3;73.8;0.8;2.6;3.5;1.3;0.3;0.3;0.9;1.4;8.6
"C";26;"TOT";67;31;24.5;29.4;5.4;9.7;56.2;2.3;2.9;78.7;3.8;6;9.8;1.7;0.5;0.4;1.8;2.5;13.7
"C";26;"NYK";44;23;25.6;31.8;5.5;10.1;54.7;2.4;2.9;81.4;3.9;6.6;10.5;1.9;0.4;0.4;1.8;2.4;14
"C";26;"POR";23;8;22.3;25;5.3;8.8;59.6;2.2;3;73.5;3.7;4.9;8.6;1.4;0.6;0.4;1.7;2.7;13.1
"SG";22;"DET";63;10;22.8;39.4;1.9;4;48.6;0.8;1;83.6;0.2;2.7;2.9;1.8;0.4;0.2;0.9;1.5;9.7
"PF";25;"CHO";64;3;18.4;34;2.2;4.5;49.8;1.5;1.9;77.2;1.4;2.5;3.8;1;0.5;0.6;0.7;2.4;6.7
"SF";25;"PHO";1;0;6;NA;0;0;NA;0;0;NA;0;1;1;0;0;0;0;0;0
"PF";27;"DAL";71;18;21.2;35.3;1.4;2.4;58.3;0.8;1;78.4;1.3;3.4;4.6;1;0.5;1.1;0.8;2;6.8
"PG";27;"HOU";12;0;9.8;15.6;0.5;1.3;40;0.8;0.9;81.8;0.1;0.7;0.8;0.8;0.2;0;0.4;1.2;3
"PG";27;"CLE";27;26;22.9;37.1;1.9;4.3;44.8;0.7;0.9;78.3;0.3;1.5;1.9;2.3;0.7;0.1;0.9;1.8;8.5
"PF";19;"NYK";75;57;28.8;34.3;2.8;7.3;38.7;2.2;3;71.7;0.8;3.7;4.5;1.1;0.6;0.3;1.5;2.3;12.8
"SG";21;"PHI";48;7;14.1;32.6;1.1;2.1;50.5;0.8;0.9;81.8;0.3;1.9;2.2;1.1;0.6;0;0.5;1.3;5.8
"PF";23;"NYK";46;18;17;36.3;0.8;2;41.1;0.8;1;82.6;0.6;2.3;2.9;1.2;0.6;0.9;0.5;0.9;7
"SG-PF";37;"TOT";70;0;19.1;39.7;0.9;1.9;46.7;0.9;1;82.2;0.1;2.2;2.3;1.2;0.4;0.2;0.8;1.5;8.6
"SG";37;"UTA";54;0;20.1;38.4;1;2.1;46.9;0.9;1.1;82.5;0.2;2.3;2.5;1.2;0.4;0.2;0.8;1.6;9.1
"C";29;"SAC";42;1;12;NA;1.7;3.6;47.7;0.2;0.6;41.7;1.2;3;4.2;0.9;0.4;0.4;0.6;1.6;3.7
"SF";20;"BRK";63;46;20.5;31.5;2.3;4.2;54.3;1.1;1.5;78.3;0.9;3;3.9;0.8;0.7;0.4;1.2;2.3;8.5
"PF";23;"LAL";70;68;33.1;30.3;5.3;9.5;55.3;2.7;3.6;75.2;0.9;4.6;5.5;2.5;0.6;0.4;1.9;2.4;18.7
"PF";22;"TOT";22;1;8;46.2;0.9;1.6;55.6;0.4;0.8;52.9;0.4;1.5;2;0.5;0.2;0.3;0.5;1.3;3
"PF";22;"SAC";13;0;8.7;36.4;0.7;1.5;47.4;0.5;0.8;54.5;0.3;1.5;1.8;0.5;0.2;0.2;0.5;1.6;2.8
"PF";22;"POR";9;1;7;100;1.2;1.9;64.7;0.3;0.7;50;0.6;1.6;2.1;0.6;0.3;0.3;0.4;0.9;3.4
"SG";26;"CHO";79;55;28.5;34.8;4;8.2;48.7;2.9;3.3;88.8;0.8;4.7;5.5;2.2;1.1;0.4;1;1.8;15.3
"SG";23;"CHI";63;62;34.5;37.4;6.5;12.9;50.4;5;6;83.2;0.6;4;4.7;4.5;1;0.4;3.4;2.2;23.7
"SF";24;"POR";71;33;18.7;32.6;2.2;3.4;64.6;0.7;1;70.4;0.8;2.3;3.1;0.7;0.4;0.4;0.6;1.6;7.6
"PF";21;"IND";58;1;9;25.8;1.6;2.6;59.9;0.3;0.5;61.3;0.7;1.4;2.2;0.4;0.2;0.3;0.2;0.6;3.9
"SG";33;"TOT";34;6;12.6;29.1;1.1;2.2;50;0.4;0.6;66.7;0.3;1.3;1.6;1.1;0.6;0.1;0.4;0.9;4
"SG";33;"NYK";12;2;13.3;31.3;1.3;2.6;51.6;0.8;1.2;64.3;0.5;1.8;2.3;1.3;0.7;0.2;0.4;1.1;4.7
